name,company,year,Price,kms_driven,fuel_type
tata manza club,tata,2014,200000,100000,Diesel
hyundai eon magna,hyundai,2016,220000,43700,Petrol
tata indica gls,tata,2009,68000,120000,Petrol
tata manza elan,tata,2011,180000,80000,Diesel
hyundai eon era,hyundai,2017,290000,20000,Petrol
maruti eeco 5,maruti,2018,300000,25000,Petrol
honda city i,honda,2014,600000,27483,Diesel
maruti swift lxi,maruti,2019,470000,8000,Petrol
hyundai i10 sportz,hyundai,2008,150000,30000,Petrol
maruti swift vvt,maruti,2017,400000,30000,Petrol
ford fiesta 1.4,ford,2009,110000,100000,Diesel
maruti alto 800,maruti,2014,180000,56207,Petrol
hyundai i20 sportz,hyundai,2010,250000,40000,Petrol
maruti zen lxi,maruti,2006,80000,70000,Petrol
honda wr-v i-vtec,honda,2018,875000,1440,Petrol
hyundai grand i10,hyundai,2015,425000,12000,Petrol
maruti alto 800,maruti,2019,300000,50000,Petrol
honda amaze vx,honda,2016,700000,35000,Diesel
maruti zen estilo,maruti,2010,130000,50000,Petrol
maruti ertiga shvs,maruti,2017,1000000,60000,Diesel
maruti swift dzire,maruti,2017,650000,67000,Diesel
renault duster petrol,renault,2013,400000,100000,Petrol
mahindra tuv 300,mahindra,2017,800000,60000,Diesel
mahindra bolero power,mahindra,2017,675000,70000,Diesel
maruti omni e,maruti,2017,210000,50000,Petrol
tata new safari,tata,2009,150000,120000,Diesel
maruti omni cng,maruti,2007,45000,100000,CNG
hyundai i20 sportz,hyundai,2015,516000,90000,Petrol
hyundai i20 sportz,hyundai,2014,450000,80000,Petrol
chevrolet spark 1.0,chevrolet,2012,134000,90000,Petrol
toyota etios vd,toyota,2014,509999,157000,Diesel
volkswagen polo 1.2,volkswagen,2016,500000,20000,Petrol
maruti zen estilo,maruti,2008,130000,80000,Petrol
maruti swift zdi,maruti,2015,575000,60000,Diesel
hyundai elite i20,hyundai,2015,550000,49000,Petrol
tata indica vista,tata,2009,145000,89255,Diesel
maruti alto 800,maruti,2020,347000,5000,Petrol
tata indica vista,tata,2013,275000,110000,Diesel
toyota innova 2.5,toyota,2010,630000,200000,Diesel
chevrolet beat diesel,chevrolet,2012,160000,90000,Diesel
fiat grande punto,fiat,2010,150000,63000,Diesel
honda mobilio s,honda,2015,550000,23000,Petrol
mahindra quanto c6,mahindra,2013,349000,100000,Diesel
mahindra bolero di,mahindra,2004,229999,168000,Diesel
tata indica vista,tata,2008,110000,90000,Diesel
maruti wagon r,maruti,2008,110000,70000,Petrol
renault kwid rxe,renault,2018,245000,5550,Petrol
maruti alto k10,maruti,2014,180000,100000,Petrol
maruti wagon r,maruti,2014,290000,80000,Petrol
hyundai i20 magna,hyundai,2010,250000,40000,Petrol
tata indigo tdi,tata,2010,150000,100000,Diesel
maruti 800 ac,maruti,2004,55000,35000,Petrol
skoda laura l,skoda,2006,500000,75000,Diesel
mahindra quanto c4,mahindra,2013,290000,150000,Diesel
hyundai santro magna,hyundai,2019,400000,16000,Petrol
maruti alto std,maruti,2009,72000,70000,Petrol
maruti ritz vdi,maruti,2014,250000,115000,Diesel
maruti swift amt,maruti,2019,575000,25000,Petrol
kia seltos htk,kia,2019,1300000,10000,Diesel
hyundai santro magna,hyundai,2019,425000,15000,Petrol
maruti eeco cng,maruti,2019,470000,10000,CNG
toyota etios vx,toyota,2012,220000,80000,Petrol
maruti alto 800,maruti,2020,310000,1700,Petrol
ford figo 1.5d,ford,2016,400000,45217,Diesel
volkswagen vento diesel,volkswagen,2012,215000,97000,Diesel
hyundai eon magna,hyundai,2018,310000,20000,Petrol
maruti ciaz zdi,maruti,2017,750000,50000,Diesel
tata new safari,tata,2009,204999,120000,Diesel
maruti swift 1.3,maruti,2010,260000,50000,Petrol
maruti alto lxi,maruti,2012,180000,40000,Petrol
mahindra renault logan,mahindra,2007,125000,110000,Diesel
maruti swift vdi,maruti,2014,420000,155000,Diesel
maruti alto k10,maruti,2011,220000,70000,Petrol
maruti alto k10,maruti,2010,200000,70000,Petrol
ford ikon 1.4,ford,2009,130000,100000,Diesel
tata tiago xt,tata,2016,335000,41000,Petrol
ford endeavour titanium,ford,2017,2650000,60000,Diesel
ford endeavour 3.2,ford,2018,2675000,56000,Diesel
ford endeavour titanium,ford,2017,2675000,60000,Diesel
honda city v,honda,2011,434999,97000,Petrol
honda city i,honda,2014,500000,60000,Petrol
maruti alto k10,maruti,2017,290000,60000,Petrol
ford ecosport 1.5,ford,2014,475000,48000,Petrol
maruti swift dzire,maruti,2009,270000,190000,Diesel
hyundai xcent 1.2,hyundai,2019,600000,80000,Petrol
hyundai i20 asta,hyundai,2013,300000,70000,Diesel
volkswagen jetta 2.0l,volkswagen,2012,415000,80000,Diesel
maruti vitara brezza,maruti,2018,800000,30000,Diesel
hyundai grand i10,hyundai,2016,420000,44440,Petrol
hyundai creta 1.6,hyundai,2018,1250000,30000,Diesel
maruti swift vdi,maruti,2011,270000,120000,Diesel
hyundai grand i10,hyundai,2015,390000,80000,Diesel
skoda laura ambiente,skoda,2012,400000,110000,Diesel
ford fiesta 1.4,ford,2007,100000,170000,Petrol
audi a6 2.7,audi,2010,850000,46000,Diesel
chevrolet cruze ltz,chevrolet,2012,359000,120000,Diesel
maruti swift dzire,maruti,2015,470000,91365,Diesel
maruti swift dzire,maruti,2013,360000,90010,Diesel
maruti ertiga vdi,maruti,2013,250999,80000,Diesel
tata nano lx,tata,2012,45000,35000,Petrol
maruti wagon r,maruti,2006,75000,80000,Petrol
maruti swift dzire,maruti,2013,495000,31800,Diesel
maruti wagon r,maruti,2013,310000,59100,CNG
honda jazz 1.2,honda,2016,540000,31200,Petrol
maruti ciaz vdi,maruti,2016,665000,51000,Diesel
hyundai i20 magna,hyundai,2013,425000,22700,Diesel
audi a4 2.0,audi,2011,1295000,58000,Diesel
maruti ciaz vdi,maruti,2016,675000,50900,Diesel
maruti vitara brezza,maruti,2018,980000,10000,Diesel
chevrolet beat diesel,chevrolet,2014,320000,60000,Diesel
maruti ritz vxi,maruti,2011,250000,80000,Petrol
maruti baleno zeta,maruti,2016,600000,72000,Diesel
hyundai xcent 1.2,hyundai,2016,300000,96000,Petrol
chevrolet beat diesel,chevrolet,2014,305000,66000,Diesel
tata new safari,tata,2012,270000,80000,Diesel
renault fluence 1.5,renault,2012,300000,90000,Diesel
maruti wagon r,maruti,2009,106000,70000,Petrol
hyundai accent gls,hyundai,2006,90000,75000,Petrol
tata tiago 1.2,tata,2019,539000,2417,Petrol
ford fiesta 1.4,ford,2009,110000,100000,Diesel
hyundai eon era,hyundai,2016,250000,30000,Petrol
hyundai i20 asta,hyundai,2009,300000,50000,Petrol
mahindra scorpio bsiv,mahindra,2018,707000,60000,Diesel
hyundai getz gls,hyundai,2007,95000,120000,Petrol
maruti eeco cng,maruti,2020,495000,7000,CNG
tata indigo tdi,tata,2012,200000,35000,Diesel
maruti a-star vxi,maruti,2009,110000,110000,Petrol
maruti alto lxi,maruti,2008,100000,130000,Petrol
maruti alto 800,maruti,2016,150000,25000,Petrol
toyota etios 1.5,toyota,2016,509999,35000,Petrol
ford ikon 1.3,ford,2005,50000,80000,Petrol
chevrolet aveo 1.4,chevrolet,2007,85000,70000,Petrol
hyundai grand i10,hyundai,2018,475000,23000,Petrol
volkswagen polo 1.2,volkswagen,2014,425000,40000,Petrol
bmw 5 series,bmw,2006,480000,110000,Petrol
maruti s-cross delta,maruti,2019,950000,10000,Diesel
maruti swift dzire,maruti,2015,535000,80000,Diesel
hyundai verna crdi,hyundai,2009,325000,25000,Diesel
maruti wagon r,maruti,2013,270000,74000,Petrol
maruti celerio vxi,maruti,2015,300000,60000,Petrol
volkswagen vento diesel,volkswagen,2011,325000,70000,Diesel
tata new safari,tata,2010,350000,100000,Diesel
hyundai verna crdi,hyundai,2008,229999,146000,Diesel
maruti swift dzire,maruti,2012,325000,120000,Diesel
maruti wagon r,maruti,2005,70000,70000,Petrol
skoda laura ambiente,skoda,2008,190000,120000,Diesel
chevrolet cruze ltz,chevrolet,2011,345000,65500,Diesel
mahindra scorpio 1.99,mahindra,2016,1025000,70000,Diesel
maruti alto 800,maruti,2012,120000,50000,Petrol
maruti alto lxi,maruti,2009,114999,90000,Petrol
honda city 1.5,honda,2009,300000,120000,Petrol
maruti celerio vxi,maruti,2016,340000,56000,Petrol
maruti wagon r,maruti,2005,90000,70000,Petrol
maruti alto lx,maruti,2006,150000,140300,Petrol
maruti alto k10,maruti,2010,115999,70000,Petrol
toyota etios liva,toyota,2017,425000,36000,Diesel
honda amaze vx,honda,2017,550000,12997,Diesel
maruti ciaz 1.4,maruti,2017,500000,40000,Petrol
mahindra quanto c8,mahindra,2013,300000,25000,Diesel
hyundai verna crdi,hyundai,2018,1150000,26430,Diesel
maruti swift 1.3,maruti,2015,475000,24600,Petrol
maruti wagon r,maruti,2011,260000,28481,Petrol
ford ecosport 1.0,ford,2013,350000,100000,Petrol
mahindra xuv500 w8,mahindra,2013,750000,41988,Diesel
renault kwid climber,renault,2017,350000,7658,Petrol
maruti wagon r,maruti,2009,180000,30375,Petrol
maruti swift dzire,maruti,2017,611000,34400,Diesel
renault kwid rxl,renault,2017,325000,18500,Petrol
hyundai eon 1.0,hyundai,2012,225000,48000,Petrol
maruti wagon r,maruti,2014,300000,28942,Petrol
mahindra bolero power,mahindra,2017,400000,50000,Diesel
mahindra xuv500 w8,mahindra,2012,711000,53600,Diesel
toyota innova 2.5,toyota,2015,851000,53652,Diesel
maruti wagon r,maruti,2016,375000,23000,Petrol
maruti zen estilo,maruti,2007,275000,10211,Petrol
mahindra scorpio 2.6,mahindra,2005,120000,120000,Diesel
maruti celerio zdi,maruti,2015,350000,120000,Diesel
maruti celerio zxi,maruti,2017,409999,35000,Petrol
hyundai verna 1.6,hyundai,2012,500000,130000,Diesel
nissan sunny diesel,nissan,2013,220000,90000,Diesel
ford fiesta 1.6,ford,2008,120000,80000,Petrol
hyundai santro xing,hyundai,2007,70000,55000,Petrol
maruti swift dzire,maruti,2017,800000,15000,Petrol
maruti swift dzire,maruti,2014,450000,260000,Diesel
mahindra scorpio sle,mahindra,2012,525000,145000,Diesel
datsun go plus,datsun,2016,300000,35000,Petrol
hyundai i10 magna,hyundai,2008,195000,56000,Petrol
ford fiesta classic,ford,2007,130000,98000,Diesel
toyota etios vd,toyota,2011,300000,135000,Diesel
maruti alto vxi,maruti,2002,120000,60000,Petrol
toyota innova 2.5,toyota,2010,450000,120000,Diesel
tata indigo ls,tata,2010,160000,102000,Diesel
mahindra bolero power,mahindra,2018,800000,35000,Diesel
maruti 800 ac,maruti,2013,100000,80000,Petrol
volkswagen polo gti,volkswagen,2017,825000,13599,Petrol
maruti alto 800,maruti,2015,265000,32933,Petrol
maruti wagon r,maruti,2008,175000,54551,Petrol
maruti omni 8,maruti,2014,250999,57112,Petrol
hyundai xcent 1.2,hyundai,2015,471000,41025,Petrol
maruti swift dzire,maruti,2019,650000,5000,Diesel
maruti swift dzire,maruti,2019,650000,5000,Diesel
hyundai eon magna,hyundai,2012,225000,53122,Petrol
maruti alto 800,maruti,2013,245000,64111,CNG
maruti ritz lxi,maruti,2011,221000,78892,Petrol
hyundai i20 1.2,hyundai,2011,271000,74113,Petrol
maruti wagon r,maruti,2012,290000,80000,Petrol
maruti swift vxi,maruti,2017,525000,39000,Petrol
volkswagen vento 1.6,volkswagen,2012,377000,84775,Petrol
tata nano lx,tata,2012,95000,20778,Petrol
maruti ertiga vdi,maruti,2015,763000,64441,Diesel
honda amaze s,honda,2015,450000,43192,Petrol
tata nano twist,tata,2014,140000,44416,Petrol
maruti ciaz vdi,maruti,2016,701000,79991,Diesel
nissan micra diesel,nissan,2011,277000,62601,Diesel
maruti baleno delta,maruti,2018,520000,50000,Petrol
ford figo aspire,ford,2017,550000,100000,Diesel
volkswagen vento diesel,volkswagen,2011,260000,97000,Diesel
renault pulse rxz,renault,2015,420000,100000,Diesel
opelcorsa 1.4 gl,opelcorsa,2002,35000,100000,Petrol
mahindra xuv500 w7,mahindra,2018,1150000,20000,Diesel
maruti ciaz 1.4,maruti,2017,680000,46000,Petrol
maruti swift vdi,maruti,2012,425000,40000,Diesel
maruti swift dzire,maruti,2014,450000,70000,Diesel
toyota innova 2.5,toyota,2008,590000,89600,Diesel
volkswagen jetta 1.4,volkswagen,2017,936999,60800,Petrol
honda mobilio s,honda,2015,420000,104000,Diesel
volkswagen polo 1.5,volkswagen,2014,450000,80000,Diesel
maruti 800 ac,maruti,2004,40000,69111,Petrol
toyota innova 2.5,toyota,2014,520000,70000,Diesel
maruti 800 ac,maruti,2007,80000,120000,Petrol
tata nano cx,tata,2014,55000,40000,Petrol
mahindra bolero di,mahindra,2001,80000,100000,Diesel
maruti alto 800,maruti,2019,210000,20000,Petrol
ford figo petrol,ford,2015,300000,50000,Petrol
tata tiago 1.05,tata,2017,260000,50000,Diesel
tata zest quadrajet,tata,2016,250000,70000,Diesel
tata indica vista,tata,2008,80000,90000,Diesel
toyota innova 2.5,toyota,2010,450000,150000,Diesel
toyota innova 2.5,toyota,2005,310000,120000,Diesel
toyota innova 2.5,toyota,2012,500000,100000,Diesel
maruti ertiga shvs,maruti,2016,800000,70000,Diesel
hyundai creta 1.6,hyundai,2016,840000,70000,Diesel
honda amaze s,honda,2016,490000,50000,Petrol
tata indica vista,tata,2010,125000,81000,Diesel
chevrolet tavera neo,chevrolet,2012,400000,120000,Diesel
chevrolet cruze ltz,chevrolet,2015,1000000,3600,Diesel
ford figo aspire,ford,2015,530000,14272,Petrol
ford ecosport 1.5,ford,2017,840000,49213,Diesel
hyundai i10 sportz,hyundai,2015,229999,40000,Petrol
maruti 800 std,maruti,1998,40000,40000,Petrol
chevrolet spark 1.0,chevrolet,2012,130000,80000,Petrol
hyundai eon era,hyundai,2015,200000,70000,Petrol
tata indica vista,tata,2011,120000,70000,Diesel
hyundai santro lp,hyundai,2003,75000,57000,Petrol
tata bolt quadrajet,tata,2016,250000,120000,Diesel
maruti 800 ac,maruti,2005,100000,30000,Petrol
hyundai eon era,hyundai,2013,280000,3240,Petrol
hyundai i20 magna,hyundai,2015,540000,5000,Petrol
hyundai i20 1.2,hyundai,2018,700000,10000,Petrol
ford figo petrol,ford,2014,350000,90000,Petrol
maruti sx4 vdi,maruti,2011,320000,100000,Diesel
honda amaze s,honda,2016,475000,90000,Diesel
tata manza aura,tata,2011,220000,140000,Diesel
nissan micra diesel,nissan,2013,210000,13770,Diesel
ford ikon 1.3,ford,2005,61000,4637,Petrol
skoda superb elegance,skoda,2009,355000,100000,Diesel
chevrolet beat diesel,chevrolet,2012,150000,60000,Diesel
tata indica vista,tata,2011,133000,80000,Diesel
chevrolet cruze ltz,chevrolet,2015,650000,50000,Diesel
nissan micra xl,nissan,2014,210000,40000,Petrol
chevrolet beat diesel,chevrolet,2013,130000,93900,Diesel
maruti 800 ac,maruti,2007,60000,70000,Petrol
mahindra scorpio 2.6,mahindra,2005,120000,120000,Diesel
bmw 5 series,bmw,2017,2900000,40000,Diesel
hyundai accent crdi,hyundai,2005,100000,120000,Diesel
maruti zen vxi,maruti,2004,79000,80000,Petrol
chevrolet beat diesel,chevrolet,2012,120000,110000,Diesel
maruti zen lxi,maruti,2005,125000,34000,Petrol
chevrolet enjoy 1.3,chevrolet,2013,425000,20000,Diesel
maruti wagon r,maruti,2001,70000,117000,Petrol
maruti swift vxi,maruti,2020,619000,1500,Petrol
nissan micra xl,nissan,2017,415000,48965,Petrol
hyundai eon era,hyundai,2014,265000,55000,Petrol
tata indica gls,tata,2008,70000,60000,Petrol
chevrolet sail hatchback,chevrolet,2015,281000,40000,Diesel
tata indigo grand,tata,2013,211000,80000,Diesel
hyundai elite i20,hyundai,2018,550000,11000,Petrol
chevrolet enjoy tcdi,chevrolet,2014,350000,110000,Diesel
maruti wagon r,maruti,2017,420000,19890,Petrol
renault kwid rxt,renault,2015,270000,20969,Petrol
maruti celerio vxi,maruti,2016,399000,20194,Petrol
ford figo trend,ford,2016,440000,34982,Petrol
hyundai eon magna,hyundai,2012,250000,44588,Petrol
ford ecosport 1.5,ford,2016,650000,57904,Diesel
maruti alto k10,maruti,2015,270000,59258,Petrol
ford figo trend,ford,2016,390000,60826,Petrol
mahindra xuv500 w10,mahindra,2018,1500000,50000,Diesel
maruti 800 ac,maruti,2014,225000,35000,Petrol
mahindra xuv500 w8,mahindra,2015,900000,110000,Diesel
hyundai tucson 2.0,hyundai,2018,1600000,40000,Diesel
tata nexon 1.2,tata,2019,800000,10000,Petrol
honda amaze e,honda,2013,320000,50000,Diesel
maruti alto 800,maruti,2016,300000,25000,Petrol
hyundai i20 1.2,hyundai,2018,740000,25000,Petrol
datsun redigo sv,datsun,2019,350000,1300,Petrol
datsun go t,datsun,2014,280000,40000,Petrol
maruti swift dzire,maruti,2018,675000,50000,Diesel
hyundai i10 era,hyundai,2011,300000,20000,Petrol
chevrolet captiva 2.0l,chevrolet,2011,400000,76000,Diesel
mahindra scorpio vlx,mahindra,2010,420000,100000,Diesel
tata new safari,tata,2008,300000,120000,Diesel
maruti wagon r,maruti,2010,170000,70000,Petrol
hyundai eon era,hyundai,2014,210000,70000,Petrol
maruti ertiga vdi,maruti,2015,600000,60000,Diesel
maruti wagon r,maruti,2014,260000,38000,Petrol
tata nano twist,tata,2015,82000,19000,Petrol
mahindra tuv 300,mahindra,2016,690000,75000,Diesel
hyundai grand i10,hyundai,2015,300000,70000,Diesel
honda brv i-dtec,honda,2017,1250000,30000,Diesel
hyundai verna crdi,hyundai,2017,799000,31707,Diesel
toyota fortuner 3.0,toyota,2010,1000000,180000,Diesel
maruti alto 800,maruti,2014,190000,90000,Petrol
mahindra verito 1.5,mahindra,2014,250000,30000,Diesel
hyundai verna 1.6,hyundai,2009,200000,60000,Petrol
mahindra bolero di,mahindra,2005,300000,90000,Diesel
tata zest revotron,tata,2015,250000,120000,Petrol
maruti 800 ac,maruti,2008,90000,70000,Petrol
hyundai santro le,hyundai,2001,68000,70000,Petrol
hyundai grand i10,hyundai,2017,500000,26500,Petrol
hyundai verna crdi,hyundai,2017,900000,50000,Diesel
maruti alto lx,maruti,2007,100000,52000,Petrol
renault duster 85ps,renault,2016,700000,160000,Diesel
volvo xc60 d3,volvo,2012,1750000,115992,Diesel
maruti wagon r,maruti,2017,290000,110000,Petrol
toyota innova 2.5,toyota,2014,1050000,97000,Diesel
tata indigo lx,tata,2008,70000,100000,Diesel
maruti swift zdi,maruti,2016,520000,41000,Diesel
tata indigo ls,tata,2012,150000,90000,Diesel
hyundai i10 magna,hyundai,2008,120000,90000,Petrol
hyundai i20 asta,hyundai,2016,600000,25000,Petrol
tata xenon xt,tata,2010,150000,70000,Diesel
volkswagen vento petrol,volkswagen,2011,400000,60000,Petrol
maruti alto 800,maruti,2015,310000,30000,Petrol
maruti baleno alpha,maruti,2015,550000,30000,Petrol
hyundai i20 asta,hyundai,2016,550000,60000,Diesel
hyundai grand i10,hyundai,2013,320000,73000,Diesel
maruti 800 ac,maruti,1992,50000,100000,Petrol
hyundai grand i10,hyundai,2018,500000,32000,Petrol
renault kwid rxt,renault,2018,360000,26500,Petrol
maruti vitara brezza,maruti,2017,700000,50000,Diesel
maruti ertiga vdi,maruti,2012,700000,110000,Diesel
hyundai i20 1.4,hyundai,2017,655000,84000,Diesel
maruti vitara brezza,maruti,2017,700000,50000,Diesel
chevrolet beat lt,chevrolet,2011,200000,110000,LPG
renault duster 85ps,renault,2012,375000,150000,Diesel
hyundai verna 1.6,hyundai,2012,470000,109052,Diesel
maruti ciaz vdi,maruti,2015,550000,90658,Diesel
honda amaze vx,honda,2014,500000,110000,Diesel
datsun go t,datsun,2015,210000,25000,Petrol
maruti eeco 7,maruti,2018,270000,20000,Petrol
skoda superb 1.8,skoda,2010,300000,80000,Petrol
maruti wagon r,maruti,2007,80000,60000,Petrol
mercedes-benz e-class e250,mercedes-benz,2013,1451000,81000,Diesel
tata safari storme,tata,2018,1085000,15000,Diesel
hyundai verna sx,hyundai,2009,245000,75000,Diesel
honda wr-v i-vtec,honda,2017,700000,25552,Petrol
hyundai eon magna,hyundai,2018,300000,20000,Petrol
hyundai xcent 1.2,hyundai,2017,350000,80000,Diesel
hyundai elite i20,hyundai,2017,635000,25000,Petrol
honda city s,honda,2012,325000,40700,Petrol
mahindra xuv500 at,mahindra,2017,1150000,65500,Diesel
tata indigo gle,tata,2008,110000,42000,Petrol
honda city 1.5,honda,2018,890000,8000,Petrol
maruti swift 1.3,maruti,2007,73000,80000,Petrol
chevrolet beat ps,chevrolet,2014,170000,77000,Petrol
maruti ciaz zxi,maruti,2016,750000,6000,Petrol
hyundai eon 1.0,hyundai,2017,280000,28838,Petrol
maruti baleno alpha,maruti,2018,690000,11174,Petrol
tata indigo gls,tata,2008,130000,120000,Petrol
maruti swift 1.3,maruti,2007,73000,80000,Petrol
hyundai santro xing,hyundai,2007,85000,85000,Petrol
hyundai elantra 2.0,hyundai,2018,1575000,10000,Petrol
nissan sunny diesel,nissan,2013,325000,105000,Diesel
honda city 1.3,honda,1998,85000,120000,Petrol
hyundai verna 1.6,hyundai,2018,860000,30000,Diesel
maruti s-cross sigma,maruti,2017,690000,41000,Diesel
hyundai elantra crdi,hyundai,2013,650000,54000,Diesel
chevrolet sail ls,chevrolet,2014,375000,40000,Diesel
hyundai verna 1.6,hyundai,2013,525000,71000,Diesel
maruti eeco smiles,maruti,2016,330000,72500,Petrol
maruti eeco smiles,maruti,2013,280000,76600,Petrol
maruti swift zxi,maruti,2014,470000,40000,Petrol
volkswagen polo diesel,volkswagen,2011,350000,110000,Diesel
honda city 1.5,honda,2012,480000,63000,Petrol
hyundai verna 1.6,hyundai,2016,620000,60000,Diesel
datsun go t,datsun,2014,250000,58000,Petrol
chevrolet spark 1.0,chevrolet,2010,78692,80000,Petrol
hyundai i20 magna,hyundai,2012,350000,80000,Diesel
maruti wagon r,maruti,2013,250000,70000,Petrol
hyundai i20 1.2,hyundai,2011,260000,97700,Petrol
honda mobilio s,honda,2016,640000,36000,Diesel
tata new safari,tata,2008,220000,90000,Diesel
volkswagen vento 1.5,volkswagen,2015,465000,130000,Diesel
